title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_thumb,object_location,reference_url
"Dams and Wildlife","Arnold Olson","1968","","Hydroelectric; B.C. Hydro; Salmon; Fish; Ecosystem","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/dc_1968_dams_and_wildlife_th.jpg","http://localhost:4000/JRWA-Archive/objects/dc_1968_dams_and_wildlife.pdf",/JRWA-Archive/items/jrnph1940-69_008.html
"Jordan River Enters Fourth Boom","Harry Young","1969-11-02","","Logging; Hydroelectric; Tunnel","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/dc_1969_new_power_system_underway_jr_enters_forth_boom_th.jpg","http://localhost:4000/JRWA-Archive/objects/dc_1969_new_power_system_underway_jr_enters_forth_boom.pdf",/JRWA-Archive/items/jrnph1940-69_012.html
"Sooke River Showing Growth in Spawning","Aec Merriman","1968-10-27","","Salmon; Hydroelectric","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/marriman_1968_impact_of_jr_tailrace_closure_outdoors_columin_in_dc_th.jpg","http://localhost:4000/JRWA-Archive/objects/marriman_1968_impact_of_jr_tailrace_closure_outdoors_columin_in_dc.pdf",/JRWA-Archive/items/jrnph1940-69_014.html
"E. Anderson Wins $9.5 Million Job","The Hope Standard","1969-08-20","","Hydroelectric; Dam Construction","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/the_hope_standard_wed_aug_20__1969__th.jpg","http://localhost:4000/JRWA-Archive/objects/the_hope_standard_wed_aug_20__1969_.pdf",/JRWA-Archive/items/jrnph1940-69_015.html
"Dam Job Awarded For Jordan R. ","Times Colonist","1969-08-14","","Hydroelectric; Dam Construction","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/times_colonist_thu_aug_14_1969__th.jpg","http://localhost:4000/JRWA-Archive/objects/times_colonist_thu_aug_14_1969_.pdf",/JRWA-Archive/items/jrnph1940-69_016.html
"Lack of Rain Threatens Power Shortage Here","Victoria Daily Times","1943-10-08","","Hydroelectric; Dam: WW2","","","","","","news article","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/vdt_1943_lack_of_rain_threatens_power_shortage_th.jpg","http://localhost:4000/JRWA-Archive/objects/vdt_1943_lack_of_rain_threatens_power_shortage.pdf",/JRWA-Archive/items/jrnph1940-69_017.html
"Killed, 2 Hurt in Trail Explosion","The Daily News","","","Mining; Iron","","","","","",".png","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/screen_shot_2022_06-08_at_5_38_17_pm_th.jpg","http://localhost:4000/JRWA-Archive/objects/screen_shot_2022_06-08_at_5_38_17_pm.png",/JRWA-Archive/items/jr-np-m-1900-49_001.html
"Island Iron Industry","The Daily News","1905-05-03","","Mining; Iron","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/nelsonday_1903_magnetic_iron_found_in_jr_4_2_3_th.jpg","http://localhost:4000/JRWA-Archive/objects/nelsonday_1903_magnetic_iron_found_in_jr_4_2_3.pdf",/JRWA-Archive/items/jr-np-m-1900-49_002.html
"Tidewater Mines take Option on Gabro Copper","The Daily News","1929-01-21","","Mining; Copper","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1929_nelsondaily_1_6_gobbro_copper_mine_in_jr_and_large_mill_to_be_built_th.jpg","http://localhost:4000/JRWA-Archive/objects/1929_nelsondaily_1_6_gobbro_copper_mine_in_jr_and_large_mill_to_be_built.pdf",/JRWA-Archive/items/jr-np-m-1900-49_003.html
"Controlled Properties Developed","The Daily News","1929-04-03","","Mining; Copper","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1929_nelsondail_little_prospecting_done_but_no_new_ore_foudn_th.jpg","http://localhost:4000/JRWA-Archive/objects/1929_nelsondail_little_prospecting_done_but_no_new_ore_foudn.pdf",/JRWA-Archive/items/jr-np-m-1900-49_004.html
"Adopts Many Resolutions at the U.B.C.M. Meeting","The Abbotsford Post","1923-08-30","","Mining","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1923_abpost_3_4_resolution_to_build_23_mile_highway_bt_pr_and_jr_th.jpg","http://localhost:4000/JRWA-Archive/objects/1923_abpost_3_4_resolution_to_build_23_mile_highway_bt_pr_and_jr.pdf",/JRWA-Archive/items/jr-np-m-1900-49_005.html
"Says Mining in B.C. Will Revive","E. A. Haggen","1922-01-05","","Mining; Mill","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1922_cranherald_1_1_confirm_cmands_plans_to_build_500_ton_mill_at_sunloch_mine_jr_th.jpg","http://localhost:4000/JRWA-Archive/objects/1922_cranherald_1_1_confirm_cmands_plans_to_build_500_ton_mill_at_sunloch_mine_jr.pdf",/JRWA-Archive/items/jr-np-m-1900-49_006.html
"Controlled Properties","The Daily News","1920-04-23","","Mining; Copper; Sunloch Mines Ltd.; Development; Acquisition","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1920nelsondaily_6_5_controlling_interest_of_sunloch_and_ok_ore_found_that_would_need_a_processing_machine_500_tonnes_to_extract_th.jpg","http://localhost:4000/JRWA-Archive/objects/1920nelsondaily_6_5_controlling_interest_of_sunloch_and_ok_ore_found_that_would_need_a_processing_machine_500_tonnes_to_extract.pdf",/JRWA-Archive/items/jr-np-m-1900-49_007.html
"Mining News","The Ledge","1920-01-22","","Mining; Acquisition; Sunloch Mines Ltd.; Consolidated Mining and Smelting Company","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1920_ledge_1_5_sunlock_consolidated_with_mining_and_smelting_company_of_trail_th.jpg","http://localhost:4000/JRWA-Archive/objects/1920_ledge_1_5_sunlock_consolidated_with_mining_and_smelting_company_of_trail.pdf",/JRWA-Archive/items/jr-np-m-1900-49_008.html
"Mining News","The Ledge","1920-07-28","","Mining; Shiping; Tacoma","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1920_lede_4_2_new_smelter_to_be_built_on_vi_to_support_two_mines_one_jr_sunloch_th.jpg","http://localhost:4000/JRWA-Archive/objects/1920_lede_4_2_new_smelter_to_be_built_on_vi_to_support_two_mines_one_jr_sunloch.pdf",/JRWA-Archive/items/jr-np-m-1900-49_009.html
"Jordan River Copper Mines Make Progress","Daily Colonist","1920-07-28","Entry of Consolidated Company on Island Would Give Impetus to Development","Mining; Smelting; Prospecting","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1920_dailycolonist_62y192uvic_0012_jordan_river_copper_mines_make_progress_th.jpg","http://localhost:4000/JRWA-Archive/objects/1920_dailycolonist_62y192uvic_0012_jordan_river_copper_mines_make_progress.jpg",/JRWA-Archive/items/jr-np-m-1900-49_010.html
"Another Smelter for the Island","The Cumberland Islander","1920-06-12","","Mining; Sunloch Mines Ltd.;","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1920_cumberland_2_4_cmands_seriously_interested_in_building_a_smelter_in_jr_th.jpg","http://localhost:4000/JRWA-Archive/objects/1920_cumberland_2_4_cmands_seriously_interested_in_building_a_smelter_in_jr.pdf",/JRWA-Archive/items/jr-np-m-1900-49_011.html
"B. C. Mines","The Ledge","1919-01-02","","Mining","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1919_ledge_1_6_sunloch_mines_diamond_drilling_rh_stewart_of_vancouver_formerly_trail_in_charge_th.jpg","http://localhost:4000/JRWA-Archive/objects/1919_ledge_1_6_sunloch_mines_diamond_drilling_rh_stewart_of_vancouver_formerly_trail_in_charge.pdf",/JRWA-Archive/items/jr-np-m-1900-49_012.html
"Minging News","British Columbia Record","1918-07-19","","Mining; Operating","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1918_xbcrecord_2_3_sunlock_mines_up_and_running_and_doing_well_th.jpg","http://localhost:4000/JRWA-Archive/objects/1918_xbcrecord_2_3_sunlock_mines_up_and_running_and_doing_well.pdf",/JRWA-Archive/items/jr-np-m-1900-49_013.html
"B. C. Mining News","The Ledge","1918-08-01","","Mining; Shipping","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1918_ledge_1_6_ore_shipped_from_jr_to_tacoma_or_ladysmith_as_much_as_3_copper_th.jpg","http://localhost:4000/JRWA-Archive/objects/1918_ledge_1_6_ore_shipped_from_jr_to_tacoma_or_ladysmith_as_much_as_3_copper.pdf",/JRWA-Archive/items/jr-np-m-1900-49_014.html
"B. C. Mines","The Ledge","1916-07-20","","Mining; Copper; Discovery","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1916_ledge_1_5_copper_discovered_in_jordan_river_th.jpg","http://localhost:4000/JRWA-Archive/objects/1916_ledge_1_5_copper_discovered_in_jordan_river.pdf",/JRWA-Archive/items/jr-np-m-1900-49_016.html
"Sought Mines Near Victoria Back in &#39;64","The Daily News","1915-09-10","","Mining; Gold; Discovery","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1915_nelsondaily_4_4_history_of_gold_exploration_sooke_to_jr_1864_th.jpg","http://localhost:4000/JRWA-Archive/objects/1915_nelsondaily_4_4_history_of_gold_exploration_sooke_to_jr_1864.pdf",/JRWA-Archive/items/jr-np-m-1900-49_017.html
"Eight Feet of Anthracite","The Omineca Herald","1911-08-5","","Mining; Anthracite","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1911_mineca_1_2_8_foot_vein_of_athracite_coal_discover_jr_th.jpg","http://localhost:4000/JRWA-Archive/objects/1911_mineca_1_2_8_foot_vein_of_athracite_coal_discover_jr.pdf",/JRWA-Archive/items/jr-np-m-1900-49_018.html
"Large Copper Mining Being Carried on in B.C. ","Bruce Levett","1965-08-17","","Mining; Copper; ","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/sunro_august_17_1956_large_copper_mining_development_being_carrieson_in_the_moncton_transcript_1956_08_17_4_th.jpg","http://localhost:4000/JRWA-Archive/objects/sunro_august_17_1956_large_copper_mining_development_being_carrieson_in_the_moncton_transcript_1956_08_17_4.pdf",/JRWA-Archive/items/jr-np-m-1950-59_001.html
"Japanese Backing","Edmonton Journal","1959-02-06","","Mining; Copper; Cowichan; Japanese Investment","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/sunro_february_6_1959_japanese_backing_edmonton_journal_th.jpg","http://localhost:4000/JRWA-Archive/objects/sunro_february_6_1959_japanese_backing_edmonton_journal.pdf",/JRWA-Archive/items/jr-np-m-1950-59_002.html
"Mine Project at the Jordan River to Be Launched","Nanaimo Daily News","1956-10-04","","Mining; Copper; Sunro","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/sunro_october_4_1956_mine_projects_at_jordan_river_to_be_launched_nanaimo_daily_news_th.jpg","http://localhost:4000/JRWA-Archive/objects/sunro_october_4_1956_mine_projects_at_jordan_river_to_be_launched_nanaimo_daily_news.pdf",/JRWA-Archive/items/jr-np-m-1950-59_003.html
"Jordan River Mill Buried with Mine","Harry Young","1962-07-28","","Mining; Copper; Milling; Labor","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1962_07_28_0005_daily_colonist_islander_never_gave_up_jordan_river_mill_buried_with_mine_th.jpg","http://localhost:4000/JRWA-Archive/objects/1962_07_28_0005_daily_colonist_islander_never_gave_up_jordan_river_mill_buried_with_mine.pdf",/JRWA-Archive/items/jr-np-m-1960-69_001.html
"River Bed Collapses, Mine Closes","Harry Young","1963-12-07","","Mine Collapse; Mining; Copper","","","","","","jpg","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1963_12_07_0034_daily_colonist_river_bed_collapses_mine_closed_th.jpg","http://localhost:4000/JRWA-Archive/objects/1963_12_07_0034_daily_colonist_river_bed_collapses_mine_closed.jpg",/JRWA-Archive/items/jr-np-m-1960-69_002.html
"Maverick River Adds to Island Mine Woe","Daily Colonist","1964-01-09","","Mine Collapse; Mining; Copper","","","","","","jpg","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1964_01_09_0038_daily_colonist_maverick_river_adds_to_island_mine_woe_th.jpg","http://localhost:4000/JRWA-Archive/objects/1964_01_09_0038_daily_colonist_maverick_river_adds_to_island_mine_woe.jpg",/JRWA-Archive/items/jr-np-m-1960-69_003.html
"MacDonald Report to Shareholders","Harry Young","1967-04-18","","Mine Reactivation; Cowichan; Mining; Copper","","","","","","jpg","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1967_04_18_0008_daily_colonist_macdonald_report_to_share_holders_th.jpg","http://localhost:4000/JRWA-Archive/objects/1967_04_18_0008_daily_colonist_macdonald_report_to_share_holders.jpg",/JRWA-Archive/items/jr-np-m-1960-69_004.html
"B.C. Hydro Tunnel: Multi-Million Bid Wins Jordan Job","A. H. Murphy ","1968-12-04","","Hydroelectric; Construction Contract; Power Generation","","","","","","jpg","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1968_12_04_0049_daily_colonist_multi_million_bid_wins_jordan_job_bc_hydro_tunnel_th.jpg","http://localhost:4000/JRWA-Archive/objects/1968_12_04_0049_daily_colonist_multi_million_bid_wins_jordan_job_bc_hydro_tunnel.jpg",/JRWA-Archive/items/jr-np-m-1960-69_005.html
"Cowichan Copper Delisted: Mine Story Ending","Harry Young","1969-01-18","","Mining; Copper; Stock Exchange","","","","","","jpg","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/1969_01_18_0008_daily_colonist_cowichan_copper_delisted_mine_story_ending_th.jpg","http://localhost:4000/JRWA-Archive/objects/1969_01_18_0008_daily_colonist_cowichan_copper_delisted_mine_story_ending.jpg",/JRWA-Archive/items/jr-np-m-1960-69_006.html
"Cowichan Liabilities To Assets","The Province","1963-08-16","","Mining; Copper; Liabilities; Financials","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/sunro_august_16_1963_cowichan_liabilities_top_assets_the_province_1963_08_16_14_th.jpg","http://localhost:4000/JRWA-Archive/objects/sunro_august_16_1963_cowichan_liabilities_top_assets_the_province_1963_08_16_14.pdf",/JRWA-Archive/items/jr-np-m-1960-69_007.html
"Listing May Reopen Jordan River Mine","Times Colonist","1969-08-19","","Mining; Reopening; Production","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/%20sunro_august_19_1969_listing_may_reopen_jordan_river_mine_times_colonist_1969_08_19_2_th.jpg","http://localhost:4000/JRWA-Archive/objects/%20sunro_august_19_1969_listing_may_reopen_jordan_river_mine_times_colonist_1969_08_19_2.pdf",/JRWA-Archive/items/jr-np-m-1960-69_008.html
"Heavy Rain to Delay Flooded Mine Repair","Victoria Daily Times","1963-12-07","","Mine Collapse; Mining; Mine Repair ","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/sunro_december_7_1963_victoria_daily_times_heavy_rain_to_delay_flooded_mine_repair_th.jpg","http://localhost:4000/JRWA-Archive/objects/sunro_december_7_1963_victoria_daily_times_heavy_rain_to_delay_flooded_mine_repair.pdf",/JRWA-Archive/items/jr-np-m-1960-69_009.html
"Flood may keep mine closed indefinite period","Canadian Press","1963-12-09","","Mine Collapse; Mining; Mine Repair ","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/sunro_december_9_1963_flood_may_keep_mine_close_indefinte_period_the_province_1963_12_09_22_th.jpg","http://localhost:4000/JRWA-Archive/objects/sunro_december_9_1963_flood_may_keep_mine_close_indefinte_period_the_province_1963_12_09_22.pdf",/JRWA-Archive/items/jr-np-m-1960-69_010.html
"Outdoors","Alec Merriman","1963-12-13","","Mine Collapse; Mining; Fishing; Salmon; Conservation","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/sunro_december_13_1963_victoria_daily_times_mine_pollution_in_jr_th.jpg","http://localhost:4000/JRWA-Archive/objects/sunro_december_13_1963_victoria_daily_times_mine_pollution_in_jr.pdf",/JRWA-Archive/items/jr-np-m-1960-69_012.html
"Old Man River on Rampage","Times Colonist","1963-12","","Mine Collapse; Mining","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/sunro_december_1963_times_colonist_photo_old_man_river_on_rampage_th.jpg","http://localhost:4000/JRWA-Archive/objects/sunro_december_1963_times_colonist_photo_old_man_river_on_rampage.pdf",/JRWA-Archive/items/jr-np-m-1960-69_013.html
"Plenty of Water &#39;But No Hazard&#39; ","AB Kent","1966-02-07","","Mine Collapse; Mining","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/sunro_february_7_1966_plenty_of_water_but_no_hazard_times_colonist_1966_02_07_3_th.jpg","http://localhost:4000/JRWA-Archive/objects/sunro_february_7_1966_plenty_of_water_but_no_hazard_times_colonist_1966_02_07_3.pdf",/JRWA-Archive/items/jr-np-m-1960-69_014.html
"Dam Bursting/Flooding","Victoria Daily Times","1964-01-08","","Mine Collapse; Mining; Mine Repair; Landslide; Concrete Plugs","","","","","","pdf","application/pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/sunro_january_7_1964_dam_burst_and_flooding_victoria_daily_times_th.jpg","http://localhost:4000/JRWA-Archive/objects/sunro_january_7_1964_dam_burst_and_flooding_victoria_daily_times.pdf",/JRWA-Archive/items/jr-np-m-1960-69_015.html
